hfpxzc href,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd 2,doJOZc,W4Efsd 3,W4Efsd 4,W4Efsd 5,W4Efsd 6,FQ2IWe src,ah5Ghc,Jn12ke src
https://www.google.com/maps/place/Prairie+Hill+Evangelical+Free+Church/data=!4m7!3m6!1s0x87f61eab489d7d7b:0x5730f500bfb49890!8m2!3d44.8725953!4d-93.4963359!16s%2Fg%2F1tfwkxvn!19sChIJe32dSKse9ocRkJi0vwD1MFc?authuser=0&hl=en&rclk=1,Prairie Hill Evangelical Free Church,4.9,-22,Evangelical church,·,,·,17200 Valley View Rd,Closed,⋅ Opens 9 AM Thu,https://lh3.googleusercontent.com/p/AF1QipNh0PpgfqBOdWWtpm6iftevkRUzyMu0f-8fgCVO=w138-h92-k-no,,
https://www.google.com/maps/place/Emmaus+Road+Reformed+Church/data=!4m7!3m6!1s0x87f6188f5f5c6dcf:0xcdca35268f9a3ec0!8m2!3d44.8786648!4d-93.3730162!16s%2Fg%2F11b5pk6y0s!19sChIJz21cX48Y9ocRwD6ajyY1ys0?authuser=0&hl=en&rclk=1,Emmaus Road Reformed Church,4.9,-14,Reformed church,·,,·,6817 Antrim Rd,Closed,⋅ Opens 9 AM Thu,https://lh3.googleusercontent.com/p/AF1QipOCVJkxA8oAm2qzcBDMukcANMMYt-e-f23rzE9V=w102-h92-k-no,"""... much about God and his Word during our time at the",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Eden+Prairie+Assembly+of+God/data=!4m7!3m6!1s0x87f61eb0bc6931b7:0xe85cb1fd7d485036!8m2!3d44.881035!4d-93.4853721!16s%2Fg%2F1tk6wgk8!19sChIJtzFpvLAe9ocRNlBIff2xXOg?authuser=0&hl=en&rclk=1,Eden Prairie Assembly of God,4.8,-44,Assemblies of God church,·,,·,16591 Duck Lake Trail,Closed,⋅ Opens 9 AM Thu,https://lh3.googleusercontent.com/p/AF1QipOp_A8xu6hFOV-mCcb61QAKaO4cndQdTRHK5If0=w163-h92-k-no,"""Excellent bible study and life groups for all ages.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Grace+Ministries+-+Church+of+Hopkins/data=!4m7!3m6!1s0x87f6203ba07c8187:0x93ed1743021c3a1d!8m2!3d44.9247295!4d-93.4069142!16s%2Fg%2F1262jsbts!19sChIJh4F8oDsg9ocRHTocAkMX7ZM?authuser=0&hl=en&rclk=1,Grace Ministries - Church of Hopkins,4,-4,Church,·,,517 Mainstreet Lower Level,,Closes soon,⋅ 9:30 PM ⋅ Opens 7:30 PM Wed,https://lh3.googleusercontent.com/p/AF1QipPXj22temuCVMPAgXOYQmrtt3eP-GpukB3dw2jY=w122-h92-k-no,,
https://www.google.com/maps/place/The+Gate+Church/data=!4m7!3m6!1s0x87f625016745437f:0x4953ac3d5f737b1!8m2!3d44.947899!4d-93.399952!16s%2Fg%2F1tdcgy64!19sChIJf0NFZwEl9ocRsTf31cM6lQQ?authuser=0&hl=en&rclk=1,The Gate Church,4.9,-13,Church,·,,·,9500 Minnetonka Blvd,Closed,⋅ Opens 4:30 PM Sun,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nowCKrvF2vZEx9LoeXOiEgWAx9FsxtOWC8KHcCAoGZXXQv5eQ6Rxx4-ZdgK4BcamA8FTRAI7YKXB5mHie15P4o3PknoXT859dPAFx87bMpi2OTX_n_1bTqNgkeB7eMgQ0GlelEM=w80-h106-k-no,"""Biblically well grounded.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Good+Shepherd+Church/data=!4m7!3m6!1s0x52b334edc33e5fff:0xc49ee5dbdfadb8df!8m2!3d44.9774884!4d-93.3668012!16s%2Fg%2F1v29bnv9!19sChIJ_18-w-00s1IR37it39vlnsQ?authuser=0&hl=en&rclk=1,Good Shepherd Church,4.8,-61,Catholic church,·,,·,145 Jersey Ave S,Closed,⋅ Opens 8 AM Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqGdu7CkP8H_BZWIPLeeP2foJYTtk4Y71XZiw2gT7Du1dUKjhkYdToPv8066__ePecPnnT92cnScTKKdWPz9J29FGNgTGSwJMGapEkSgiO2TTGFXy_SmuByPjrVBOhcsEDq5gOa=w138-h92-k-no,"""Great place to feel God.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Calvary+Christian+Reformed+Church/data=!4m7!3m6!1s0x87f626d066ecec33:0x7e74ad5a0e162631!8m2!3d44.9068513!4d-93.3292651!16s%2Fg%2F1tflsl1r!19sChIJM-zsZtAm9ocRMSYWDlqtdH4?authuser=0&hl=en&rclk=1,Calvary Christian Reformed Church,4.7,-20,Church,·,,·,5300 France Ave S,Open,⋅ Closes 10 PM,https://lh3.googleusercontent.com/p/AF1QipMRamln0MBWv2bEjb9XgPlYgv6yOf2L0kAPWs1R=w138-h92-k-no,"""Wonderful",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Old+Apostolic+Lutheran+Church+of+Minnetonka/data=!4m7!3m6!1s0x87f61f0d73f6fe6d:0x95dd9ff601fe772b!8m2!3d44.9023156!4d-93.4410549!16s%2Fg%2F1vk6zsp5!19sChIJbf72cw0f9ocRK3f-Afaf3ZU?authuser=0&hl=en&rclk=1,Old Apostolic Lutheran Church of Minnetonka,5,-14,Lutheran church,·,,·,5617 Rowland Rd,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrrMXfGmQ4bnxDACrMloa99DkN0Kj9DGkS1deji0KS8BcgaFIczAfGhfLhp_R7vXAPOTCXO3BQ7WdMNeXOszhBs4GRhsleRvH-4KYmxHZuC0nXHBRl5RVYcdIxaqueE7QjHkzDjag=w122-h92-k-no,"""Beautiful pond and park.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/River+Valley+Church+-+City+Campus/data=!4m7!3m6!1s0x52b3329a9d78ddbf:0xa819c390d59c21d8!8m2!3d44.9846282!4d-93.2684424!16s%2Fg%2F11c5rpn9tp!19sChIJv914nZoys1IR2CGc1ZDDGag?authuser=0&hl=en&rclk=1,River Valley Church - City Campus,4.5,-93,Church,·,,·,105 N 1st St,Closed,⋅ Opens 9 AM Thu,https://lh3.googleusercontent.com/p/AF1QipP7TPH1ZyHNOYTGcWq039CZU8F_saC5jzKJTsrU=w163-h92-k-no,"""Hip",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/St+Mary+of+the+Lake+Catholic+Church/data=!4m7!3m6!1s0x52b34a843b51a9e1:0xc2cdb29fae238f75!8m2!3d44.9801918!4d-93.4300214!16s%2Fg%2F1tdjqsvv!19sChIJ4alRO4RKs1IRdY8jrp-yzcI?authuser=0&hl=en&rclk=1,St Mary of the Lake Catholic Church,4.8,-45,Catholic church,·,,·,105 Forestview Ln N,Closed,⋅ Opens 8:30 AM Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqCF5deLVbIxzYsONagOzhXADebjz1Ohip-6XWSuYpc8g4MceY64YTNUkiveMKkJrlB1iwtftgg-PTNZr4TM26uJSyQC9LnRyXiA8A9lctclJDohXvRZQ5bZbLuYrLDcghniK_m=w163-h92-k-no,"""We can worship here without being judged or watched.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Westwood+Community+Church/data=!4m7!3m6!1s0x87f6035ff4fae2dd:0x1020c20bdc3b6a61!8m2!3d44.8689598!4d-93.6000753!16s%2Fg%2F1td48jpn!19sChIJ3eL69F8D9ocRYWo73AvCIBA?authuser=0&hl=en&rclk=1,Westwood Community Church,4.7,-120,Evangelical church,·,,·,3121 Westwood Dr,Closed,⋅ Opens 8:30 AM Thu,https://lh3.googleusercontent.com/p/AF1QipPnQnllXfvBB1miiHB5jCjud1pzhuMNjzELQQYQ=w137-h92-k-no,"""Sermons are good.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Our+Lady+of+Grace+Parish+Office/data=!4m7!3m6!1s0x87f62124e5e24fad:0x65611d910d887567!8m2!3d44.9057592!4d-93.3520639!16s%2Fg%2F11c45k29nh!19sChIJrU_i5SQh9ocRZ3WIDZEdYWU?authuser=0&hl=en&rclk=1,Our Lady of Grace Parish Office,5,-10,Catholic church,·,,·,"Parish Office, 5071 Eden Ave",Closed,⋅ Opens 8:30 AM Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrYk5iTzUMZqSryQ2wZsnrWT-GOb_64q4puK4nlJGSU5x4xstFvbC_rI8yZNjlnMcMfVyDmT8c76enNbI6e3htf-hAS0UP0-y2tPN6908FqpCgyUFZUJ5aqxNkgnBUBhfFRhWar=w150-h92-k-no,,
https://www.google.com/maps/place/St.+Olaf+Catholic+Church/data=!4m7!3m6!1s0x52b33299ce43c189:0x3d99029d89b02c19!8m2!3d44.9744403!4d-93.2699495!16s%2Fg%2F1tx46pg5!19sChIJicFDzpkys1IRGSywiZ0CmT0?authuser=0&hl=en&rclk=1,St. Olaf Catholic Church,4.6,-436,Catholic church,·,,·,215 S 8th St,Closed,⋅ Opens 6:30 AM Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrHeId-_W-SgQFzV15rwseVXIrnX-YUXziQhKypFJ8YsCGDUVPhzC5eT8_L4a4vcaVDzIonDSny4RFioOqQUUHdMUJiyKvgXgJ7BkF5ZmyEanrH7PjqfpSChQ4gqjkWYnWtgyJN=w80-h100-k-no,"""The sanctuary was pleasant, the organ impressive, and the homily wonderful.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Zion+Lutheran+Church/data=!4m7!3m6!1s0x87f6203dc4e57b4d:0x3beccefd805f0d7f!8m2!3d44.9295493!4d-93.40512!16s%2Fg%2F1tgh83dz!19sChIJTXvlxD0g9ocRfw1fgP3O7Ds?authuser=0&hl=en&rclk=1,Zion Lutheran Church,4.8,-20,Lutheran church,·,,·,241 5th Ave N,Closed,⋅ Opens 9 AM Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrnxh2j37D4rLQSJNwYUHaTjBzsMaBf-lzAjtoKCWIKmzBntsxI5Ynb1I2XDsz4OYlT-GjOYk27Xb9I6sY5z425AuokV8Ws4xcRYa4nbqlL876n7uAW37lOfYCiR5iC_ponB5FFwg=w153-h92-k-no,"""The pastor was so kind at our friends funeral.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Park+Harbor+Church/data=!4m7!3m6!1s0x52b334dfa78f73cd:0xb151e7c8d1eaccab!8m2!3d44.9670125!4d-93.3793763!16s%2Fg%2F1tx46pgv!19sChIJzXOPp980s1IRq8zq0cjnUbE?authuser=0&hl=en&rclk=1,Park Harbor Church,4.4,-17,Assemblies of God church,·,,·,1615 Texas Ave S,Closed,⋅ Opens 9 AM Thu,https://lh3.googleusercontent.com/p/AF1QipPU5DapOCQs-oO3AvTSoE3QPo9EEJC43uWTfI0s=w138-h92-k-no,"""Praise and Worship is incredible.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Global+Harvest+Church/data=!4m7!3m6!1s0x87f63cd3e0443395:0xebcfca471ebf1167!8m2!3d44.8609184!4d-93.3636376!16s%2Fg%2F11bwt4fw13!19sChIJlTNE4NM89ocRZxG_HkfKz-s?authuser=0&hl=en&rclk=1,Global Harvest Church,4.9,-8,Church,·,,·,6301 Cecilia Cir,Closed,⋅ Opens 11 AM Sun,https://lh3.googleusercontent.com/p/AF1QipMCjBd4TwrbsmcAxrPCr9CQ6G-ieZsgAuvh2HmV=w122-h92-k-no,"""Great",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Normandale+Lutheran+Church+%28ELCA%29/data=!4m7!3m6!1s0x87f62147af07b385:0xb506fe5a74de4263!8m2!3d44.8933133!4d-93.3506112!16s%2Fg%2F1tjkgb_1!19sChIJhbMHr0ch9ocRY0LedFr-BrU?authuser=0&hl=en&rclk=1,Normandale Lutheran Church (ELCA),4.5,-26,Lutheran church,·,,·,6100 Normandale Rd,Closes soon,⋅ 9 PM ⋅ Opens 7:30 AM Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noZmEhE_XXyeHmiHQm7kvSI2ffEkp-49Lf2gMVVXLSYKG22lBUGCgZKHB77c501GUuFRlSY9ipTeAq5613DaqrWL1EDrx7WSRGld_4DVmqhZPAadebSmpS8Jg96o8lXFRINXTMR=w122-h92-k-no,,
https://www.google.com/maps/place/Hometown+Church+%E2%80%93+New+Hope/data=!4m7!3m6!1s0x52b335dafeb626d9:0xbf9617a34a974c27!8m2!3d45.0177181!4d-93.3998044!16s%2Fg%2F1v_s5jm4!19sChIJ2Sa2_to1s1IRJ0yXSqMXlr8?authuser=0&hl=en&rclk=1,Hometown Church – New Hope,4.7,-19,Church,·,,·,3351 Independence Ave N,Closed,⋅ Opens 9 AM Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no9pJ_YQg-ux2E23tabb6ztkubZYV4cBe2ccVE8CKrpvG0YGSljAHZAuetvvtL48V7Hu_tOgIVK2oAPUKatX-gYaeEBCOLjmUDbKTxycsB5je5aIbeLJvtRb_s91zIizK6XVMC65A=w163-h92-k-no,"""Great live worship, friendly people and Biblical teachings.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/First+Evangelical+Free+Church/data=!4m7!3m6!1s0x87f626292992f681:0xd897c09c11a6937a!8m2!3d44.9093122!4d-93.2630459!16s%2Fg%2F1tdh4f6x!19sChIJgfaSKSkm9ocRepOmEZzAl9g?authuser=0&hl=en&rclk=1,First Evangelical Free Church,4.7,-28,Evangelical church,·,,·,5150 Chicago Ave,Closed,⋅ Opens 9 AM Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrFX6xv6KyZoGwJAEdzP8bczr08X0WxdkMpWj9ZJvRsR6OxFs1VGutCua2wutwO1PphiJ_McGl1tKf4YJxdYcFdI6ZnN-C6DAsDXnUKSrvl0AF7C6aVmzvrdq0s6STl2KZDIrPY=w80-h106-k-no,"""The sermons are thoughtful and well rooted in the gospel.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Saint+John+The+Baptist+Catholic+Parish/data=!4m7!3m6!1s0x87f61ce84f5a9a1d:0x37e6aa04c3f1a42f!8m2!3d44.8961841!4d-93.5587925!16s%2Fg%2F11c3tyd7p7!19sChIJHZpaT-gc9ocRL6TxwwSq5jc?authuser=0&hl=en&rclk=1,Saint John The Baptist Catholic Parish,4.9,-37,Catholic church,·,,·,680 Mill St,Closed,⋅ Opens 7 AM Thu,https://lh3.googleusercontent.com/p/AF1QipNudDY3aApSYiWX6g330hFJzzpSUWXDn51fLR4i=w163-h92-k-no,"""Very beautiful",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/The+Ark+Church/data=!4m7!3m6!1s0x87f62168acb52f09:0xc50a2bc5353ba9fe!8m2!3d44.9372906!4d-93.3766065!16s%2Fg%2F11mcptcqhm!19sChIJCS-1rGgh9ocR_qk7NcUrCsU?authuser=0&hl=en&rclk=1,The Ark Church,5,-2,Christian church,·,,3639 Quebec Ave S,,Closed,⋅ Opens 10 AM Sat,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hzvjaku5TlJv10tNX079Jw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=18.128855&pitch=0&thumbfov=100,,
https://www.google.com/maps/place/Christ+Church+International/data=!4m7!3m6!1s0x87f628071f89c45d:0xbab8501f01b731dc!8m2!3d44.9481119!4d-93.2559527!16s%2Fg%2F1tkq_tym!19sChIJXcSJHwco9ocR3DG3AR9QuLo?authuser=0&hl=en&rclk=1,Christ Church International,4.7,-43,Church,·,,·,3015 13th Ave S #2,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr-8ZqbYBFCm-Hn2yvT-c74pK3G_bdZX6w71GXfnPNqxOvqBC0TdRpcOUtbGYeKWelOupHbBZgIDZJtZunhRg1Padfj1j7YPiGA9FlhyKlSehuz5N19wpdgJI_iznr1u2V1ioS5kw=w122-h92-k-no,"""They have a kids",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Golden+Valley+Lutheran+Church/data=!4m7!3m6!1s0x52b3349add05ffcd:0x405647ba3049e87!8m2!3d44.977635!4d-93.350268!16s%2Fg%2F1vs1rj75!19sChIJzf8F3Zo0s1IRh54Eo3tkBQQ?authuser=0&hl=en&rclk=1,Golden Valley Lutheran Church,4.4,-23,Lutheran church,·,,·,5501 Glenwood Ave,Closed,⋅ Opens 9 AM Thu,https://lh3.googleusercontent.com/p/AF1QipOzyzl0JQDQj6_Ch3mYv5ddwAqAYpSxWJvGOlcH=w80-h106-k-no,"""Bible based",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Bethel%27s+Rock+Church+-+Richfield/data=!4m7!3m6!1s0x87f6263f7d781739:0x9db70d186991438d!8m2!3d44.8648464!4d-93.2964707!16s%2Fg%2F1tgwbggf!19sChIJORd4fT8m9ocRjUORaRgNt50?authuser=0&hl=en&rclk=1,Bethel's Rock Church - Richfield,5,-49,Assemblies of God church,·,,·,7601 Girard Ave S,Closes soon,⋅ 9 PM ⋅ Opens 8:30 AM Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npXPMtx92bBLC8cv9Wv_ZMQAStRdS-Au4oD2HW2draok51X88wTAs1JQ8zKIyJ7-uU77I31i4OEtvAOGUp6NeRhZOhtRdT0AqEc8IcLnwWPfSZCvKM_SXzHu442ZfeCDONpjw=w80-h106-k-no,"""The most welcoming",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Brave+Church/data=!4m7!3m6!1s0x87f62019726d1549:0x3ca72bc698200326!8m2!3d44.940417!4d-93.4683102!16s%2Fg%2F11g72163cv!19sChIJSRVtchkg9ocRJgMgmMYrpzw?authuser=0&hl=en&rclk=1,Brave Church,5,-6,Evangelical church,·,,·,3510 Williston Rd,Closed,⋅ Opens 10 AM Sun,https://lh3.googleusercontent.com/p/AF1QipOd01pofD8fPJSVQl3SqDXMftYoOlP74TV1J6OD=w80-h136-k-no,,
"https://www.google.com/maps/place/Bethlehem+Lutheran+Church+Glen+Lake,+Minnetonka/data=!4m7!3m6!1s0x87f61ee34f05a94b:0xb7062ac0d274b000!8m2!3d44.9005826!4d-93.4646115!16s%2Fg%2F1tk6qwnx!19sChIJS6kFT-Me9ocRALB00sAqBrc?authuser=0&hl=en&rclk=1","Bethlehem Lutheran Church Glen Lake, Minnetonka",4.3,-3,Lutheran church,·,,·,5701 Eden Prairie Rd,Closed,⋅ Opens 9 AM Sun,https://lh3.googleusercontent.com/p/AF1QipPYlZ_Z9xwtP068t-dX25obt5eia0px5R8k5SI6=w138-h92-k-no,Onsite services,
https://www.google.com/maps/place/The+Church+of+Christ+The+King/data=!4m7!3m6!1s0x87f626def85fa1f7:0xf0e2f0d65eab913d!8m2!3d44.9109822!4d-93.321012!16s%2Fg%2F1tqnm5sj!19sChIJ96Ff-N4m9ocRPZGrXtbw4vA?authuser=0&hl=en&rclk=1,The Church of Christ The King,4.2,-15,Catholic church,·,,·,5029 Zenith Ave S,Closed,⋅ Opens 10 AM Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npfSuQZu1ydGs0jYzefZi3PGlhbazwMMSaUlgBOkdV_p8MJoAUvsK6qlTHEkUR_Tmw3doWqwAI4r_Wt3ZAl1W2YDn8n8yBqZ04lMp7QmgQbNklrcEOdLB5--CdkLQNirQ53Hw8=w122-h92-k-no,"""Very solid mainline Catholic",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Creek+Valley+Church+%28House+Church%29/data=!4m7!3m6!1s0x87f621e0a5aa6c5d:0x889ebf728322c674!8m2!3d44.8954555!4d-93.3578873!16s%2Fg%2F11fsx7t629!19sChIJXWyqpeAh9ocRdMYig3K_nog?authuser=0&hl=en&rclk=1,Creek Valley Church (House Church),,,Christian church,·,,·,5921 Bernard Pl,Closed,⋅ Opens 9:30 AM Sun,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=f_374L6bZFnoGFlWB4voCg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=92.795456&pitch=0&thumbfov=100,,
https://www.google.com/maps/place/Grace-Trinity+Community+Church/data=!4m7!3m6!1s0x87f6277ffc9a061d:0xa948c66022c82408!8m2!3d44.9523357!4d-93.2992887!16s%2Fg%2F1tftfwj1!19sChIJHQaa_H8n9ocRCCTIImDGSKk?authuser=0&hl=en&rclk=1,Grace-Trinity Community Church,4.8,-55,Presbyterian church,·,,·,1430 W 28th St,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrI-BltHI4Y4jcv4YtnYrv6RnAeiEzX3ZPI3QbwGuNcmOMOUmwfWTpOMwmD1AJgRRLaPPeIscYGUcCV3uJhoE1cC3qB9EIthx00Kg33RXWGMw3gHDSOOlBgg2nzdTCXVuJ5h-9a=w103-h92-k-no,"""Half of the choir are classically-trained opera singers?!""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Perazim+Church/data=!4m7!3m6!1s0x87f62345fd9fd5e5:0xf65c782b3216bb35!8m2!3d44.8609184!4d-93.3636376!16s%2Fg%2F11srb0yvmw!19sChIJ5dWf_UUj9ocRNbsWMit4XPY?authuser=0&hl=en&rclk=1,Perazim Church,5,-5,Church,·,,·,6301 Cecilia Cir,Closed,⋅ Opens 5 PM Sun,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=W81dCKJxmhD6jtCfrlIfGg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=87.879745&pitch=0&thumbfov=100,,
"https://www.google.com/maps/place/Anchor+Of+Hope+Ministry+Of+Reconciliation+%2F+Church+Multilingual%2F+Slavic,+Russian.+%D0%A6%D0%B5%D1%80%D0%BA%D0%BE%D0%B2%D1%8C+%D0%AF%D0%BA%D1%80%D0%BE%D1%80%D1%8C+%D0%9D%D0%B0%D0%B4%D0%B5%D0%B6%D0%B4%D1%8B./data=!4m7!3m6!1s0x87f623e762164f6b:0xf57f9f1bc3cb027f!8m2!3d44.8698996!4d-93.3589723!16s%2Fg%2F11dxbphx42!19sChIJa08WYucj9ocRfwLLwxuff_U?authuser=0&hl=en&rclk=1","Anchor Of Hope Ministry Of Reconciliation / Church Multilingual/ Slavic, Russian. Церковь Якрорь Надежды.",4.5,-11,Church,·,,·,7375 Bush Lake Rd,Closed,⋅ Opens 6:30 PM Fri,https://lh3.googleusercontent.com/p/AF1QipNVeQMgoqQ6X-XPapzEFM8GPtVfH0cr4y3s743Z=w194-h92-k-no,"""Love their Bible study!!!""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Slavic+Church+Light+Of+The+World+%28%D0%A5%D1%80%D0%B8%D1%81%D1%82%D0%B8%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F+%D0%A6%D0%B5%D1%80%D0%BA%D0%BE%D0%B2%D1%8C+%D0%A1%D0%B2%D0%B5%D1%82+%D0%9C%D0%B8%D1%80%D1%83%29/data=!4m7!3m6!1s0x52b334c5d424e4e9:0x2b7b78f7944168d7!8m2!3d44.9619353!4d-93.3654754!16s%2Fg%2F11b6hp4scj!19sChIJ6eQk1MU0s1IR12hBlPd4eys?authuser=0&hl=en&rclk=1,Slavic Church Light Of The World (Христианская Церковь Свет Миру),5,-21,Evangelical church,·,,·,6719 Cedar Lk Rd S,Closed,⋅ Opens 7 PM Fri,https://lh3.googleusercontent.com/p/AF1QipPToQj1gN2s7kK0Vv9PJ8uxxF1LCJLCLTFptLzV=w163-h92-k-no,"""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Substance+Church+-+Downtown+Campus/data=!4m7!3m6!1s0x52b332be62e8ed03:0xb95ca75d51a7ce3f!8m2!3d44.9695963!4d-93.2760505!16s%2Fg%2F11c59vx20q!19sChIJA-3oYr4ys1IRP86nUV2nXLk?authuser=0&hl=en&rclk=1,Substance Church - Downtown Campus,4.6,-87,Church,·,,·,101 E Grant St,Closed,⋅ Opens 8 AM Sun,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npFNIZ5zIf7hAbCLYWYZw-PbQr1JWWFrlpymOYsxJDhhDpEcQ2WWlagkAVdQodpDAPIMn5HEMWy5pAb_0A-x-rewmsg1d387JKPqHTS1dJSYrDBle2R1fIHAP2Gd4x0OMHfBx4=w163-h92-k-no,"""Worship singers are beautiful and they can sing.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Westwood+Lutheran+Church/data=!4m7!3m6!1s0x52b335318088e6e7:0xed8c9338c5099049!8m2!3d44.9547825!4d-93.3921683!16s%2Fg%2F1tfj_hqz!19sChIJ5-aIgDE1s1IRSZAJxTiTjO0?authuser=0&hl=en&rclk=1,Westwood Lutheran Church,4.6,-32,Lutheran church,·,,·,9001 Cedar Lake Rd,Closes soon,⋅ 9:30 PM ⋅ Opens 8:30 AM Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrXbmtCk-gHMZUHuWSYaDGmgwpm8HEZHcBx93ny6eTj1fzoavnKEMkNGzgpA8lRA0nSdesYNBveJ6lvpO9QTFjQlCj2ZSnnC68zssUCY7OP6DcYkFU4EeGRzb0_btuqc4qIAonbPg=w80-h142-k-no,"""I’m so happy to belong to the kind of",https://ssl.gstatic.com/local/servicebusiness/default_user.png
https://www.google.com/maps/place/Excelsior+Covenant+Church/data=!4m7!3m6!1s0x87f61dad3de184f5:0xa090d146a332787f!8m2!3d44.9094514!4d-93.5323467!16s%2Fg%2F1v6p4vqk!19sChIJ9YThPa0d9ocRf3gyo0bRkKA?authuser=0&hl=en&rclk=1,Excelsior Covenant Church,4.4,-16,Church,·,,·,19955 Excelsior Blvd,Closed,⋅ Opens 9 AM Thu,https://lh3.googleusercontent.com/p/AF1QipPHRcUYpupy7TB8hXhPrCgg8pndro4u9TZtQSkI=w122-h92-k-no,"""Great community, wonderful kids programming.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png
"https://www.google.com/maps/place/Eagle+Brook+Church+in+Minneapolis,+MN/data=!4m7!3m6!1s0x52b333a972bbd56d:0x202e802b15cd0c4b!8m2!3d44.9748181!4d-93.278042!16s%2Fg%2F11thgc1j4n!19sChIJbdW7cqkzs1IRSwzNFSuALiA?authuser=0&hl=en&rclk=1","Eagle Brook Church in Minneapolis, MN",4.7,-47,Religious organization,·,,·,1021 Hennepin Ave,Closed,⋅ Opens 9 AM Sun,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqdsCH6bwBG3BGqIxQMUmmQNh8RMzZ639_pH5kYDYyM9u8P8CnnuFGCSyLwdQ5eMAnVQF8ozOpfK98FQSZVJvAm2q12D37joP8atVuwt-Tp2_ijUdHqQ3LhB7ElAeD6CpfA34Fs=w122-h92-k-no,"""Such a great",https://ssl.gstatic.com/local/servicebusiness/default_user.png
